"x","y","z","vsx_rx","optix","domain","density","knnd","sample"
25350.099609375,31227,-6.57360982894897,3846,2263,"Vsx",3.38709401360968e-06,4.04227041237704,"Larval brain 2"
25341.30078125,31245,-15.5479001998901,1679,1899,"Vsx",7.94608184447256e-07,8.59685087529275,"Larval brain 2"
25351,31224.69921875,-4.32785987854004,3455,2005,"Vsx",3.34206589289984e-06,4.3201471392816,"Larval brain 2"
25276,31302.80078125,-8.76210021972656,893,1979,"Optix",2.18866295233639e-06,5.31647294061199,"Larval brain 2"
25265.30078125,31313.599609375,-10.2614002227783,776.5,1857,"Optix",2.4288519203857e-06,6.57101669098319,"Larval brain 2"
25285.80078125,31295.19921875,-13.9872999191284,934.5,1861,"Optix",2.29454700219295e-06,5.18881910154968,"Larval brain 2"
25282.80078125,31300.30078125,-16.0123996734619,898.5,2155,"Optix",2.31925213957688e-06,5.56459747938731,"Larval brain 2"
25255,31326.19921875,-10.4533004760742,817,1887,"Optix",1.89581446577625e-06,5.79774724172942,"Larval brain 2"
25275.400390625,31307.599609375,-12.2909002304077,898.5,2213,"Optix",3.01671541754444e-06,4.52290665296356,"Larval brain 2"
25264,31323.19921875,-14.6382999420166,776.5,2303,"Optix",2.99961764536958e-06,5.41901308097396,"Larval brain 2"
25271.099609375,31313.599609375,-15.9174003601074,690.5,2287,"Optix",3.02265447283308e-06,4.77761439151667,"Larval brain 2"
25342.900390625,31233.400390625,-2.15438008308411,2209,1835,"Vsx",2.71303943414417e-06,5.35051320764963,"Larval brain 2"
25249.599609375,31332,-8.15678977966309,776.5,1589,"Optix",7.64562158915743e-07,6.50064494538703,"Larval brain 2"
25358.5,31224.80078125,-10.18869972229,4095,1933,"Vsx",2.09931874747264e-06,5.14425670254037,"Larval brain 2"
25355.400390625,31228.900390625,-12.4809999465942,4095,2123,"Vsx",1.74118181456273e-06,5.12221071591809,"Larval brain 2"
25339.30078125,31239.30078125,-3.39340996742249,2145,2017,"Vsx",3.0263866596765e-06,4.26961122264918,"Larval brain 2"
25340.900390625,31242.30078125,-7.28264999389648,1991,2127,"Vsx",2.89612262469696e-06,5.06939420755052,"Larval brain 2"
25287.19921875,31295.30078125,-7.80734014511108,893.5,1951,"Optix",2.37281643774742e-06,4.20301846443106,"Larval brain 2"
25338.400390625,31232.69921875,-6.98497009277344,1879,1962,"Vsx",2.99051888492894e-06,4.9104420500424,"Larval brain 2"
25253.400390625,31324.599609375,-16.7842998504639,772.5,2127,"Optix",2.80260291938868e-06,5.44086409326851,"Larval brain 2"
25277.400390625,31295.69921875,-9.20668983459473,1061,1923,"Optix",2.20216936319666e-06,4.75860304818959,"Larval brain 2"
25337.900390625,31233.900390625,-2.86329007148743,2137,1806,"Vsx",2.70500328900756e-06,5.22122645446937,"Larval brain 2"
25260.5,31318.19921875,-14.3226003646851,857.5,2493,"Optix",3.11800223960282e-06,4.37848711071364,"Larval brain 2"
25345.5,31229.30078125,-6.24052000045776,2375,2253,"Vsx",3.47108935432872e-06,4.89402781780558,"Larval brain 2"
25249.5,31327.5,-11.8035001754761,736.5,1969,"Optix",2.06738829883743e-06,5.08197412601568,"Larval brain 2"
25274.400390625,31305.19921875,-17.5513000488281,979,2281,"Optix",2.31792336716614e-06,4.15459345724332,"Larval brain 2"
25269.400390625,31308.19921875,-12.9732999801636,935,2337,"Optix",3.097660888731e-06,4.93810807199588,"Larval brain 2"
25351.80078125,31224.69921875,-10.8891000747681,3915.5,2131,"Vsx",2.42300674641869e-06,4.94773349236229,"Larval brain 2"
25349.5,31223,-3.17620992660522,3595,1969,"Vsx",2.94934449113776e-06,4.5668897323931,"Larval brain 2"
25357.5,31219.69921875,-11.5390996932983,4095,1923,"Vsx",1.90740830131661e-06,5.1456245689978,"Larval brain 2"
25263.30078125,31317.900390625,-21.9293994903564,745,1815,"Optix",9.45236797931762e-07,5.27631752948183,"Larval brain 2"
25342.5,31236,-15.8852996826172,1513,1787,"Vsx",8.32220041591997e-07,7.80219888079156,"Larval brain 2"
25271.30078125,31306.69921875,-9.57069969177246,826.5,2085,"Optix",2.36145829710982e-06,5.29882023397466,"Larval brain 2"
25278.900390625,31297.099609375,-6.63388013839722,939,1851,"Optix",1.29802589801348e-06,4.86672674020127,"Larval brain 2"
25266.19921875,31317.19921875,-17.1000003814697,817,2425,"Optix",2.80483127015407e-06,5.06080529025555,"Larval brain 2"
25339.80078125,31237.599609375,-5.03325986862183,1973,2123,"Vsx",3.13824355897831e-06,4.16217388390383,"Larval brain 2"
25283.19921875,31297,-11.332200050354,899,2089,"Optix",2.64028338147502e-06,4.20931504178362,"Larval brain 2"
25266.599609375,31313.69921875,-17.6436004638672,690.5,2213,"Optix",2.71473120917631e-06,5.009807161707,"Larval brain 2"
25281,31296.5,-12.9917001724243,934.5,2051,"Optix",2.5176502460561e-06,4.52218356958902,"Larval brain 2"
25354,31222.5,-10.6372995376587,4095,2129,"Vsx",2.35321624527905e-06,4.51993948431051,"Larval brain 2"
25357.099609375,31222.80078125,-6.16411018371582,4095,2001,"Vsx",2.99573392525179e-06,5.45902420678296,"Larval brain 2"
25346.099609375,31228.099609375,-2.35429000854492,2587,1965,"Vsx",2.71530268111325e-06,4.96620745192842,"Larval brain 2"
25272.69921875,31298.80078125,-11.1506004333496,975,2139,"Optix",2.61020534312769e-06,5.08984101596571,"Larval brain 2"
25338.30078125,31227.19921875,-2.61982011795044,2465,1971,"Vsx",2.39738107261026e-06,5.09358329337936,"Larval brain 2"
25339,31229.69921875,-8.63469982147217,1761,1907,"Vsx",2.83297714364013e-06,5.74653316480839,"Larval brain 2"
25353.900390625,31217.5,-13.3534002304077,4095,2045,"Vsx",1.57869044845335e-06,4.91201342354557,"Larval brain 2"
25346.30078125,31221.69921875,-7.88734006881714,3238,2257,"Vsx",3.26904525561448e-06,4.68106920564771,"Larval brain 2"
25271.80078125,31306.80078125,-23.3176002502441,939,1715,"Optix",5.20872316201252e-07,5.6841012445865,"Larval brain 2"
25359.69921875,31207.5,-1.29249000549316,4095,1725,"Vsx",1.40119119931981e-06,6.3633433204738,"Larval brain 2"
25350.900390625,31220,-12.4672002792358,4095,2123,"Vsx",2.0503556548138e-06,4.93755882520751,"Larval brain 2"
25346.69921875,31219.19921875,-4.19717979431152,3063,2051,"Vsx",3.19114632866279e-06,4.35244636515203,"Larval brain 2"
25258.30078125,31317.30078125,-20.4974002838135,898.5,2179,"Optix",1.60876736436313e-06,5.45822386087006,"Larval brain 2"
25259.30078125,31312.400390625,-11.9259996414185,817.5,2095,"Optix",2.82691378233805e-06,5.36939478096688,"Larval brain 2"
25344,31224,-3.07347989082336,2467,2145,"Vsx",2.90987004028978e-06,4.85012720496101,"Larval brain 2"
25245.80078125,31324.80078125,-9.50148010253906,776.5,1915,"Optix",1.26498975848227e-06,5.50314211434109,"Larval brain 2"
25356.400390625,31212.900390625,-5.34984016418457,4095,1965,"Vsx",2.86102021487766e-06,4.94770411040012,"Larval brain 2"
25257.19921875,31316.900390625,-14.0468997955322,853.5,2303,"Optix",3.09325996039053e-06,4.09931956918505,"Larval brain 2"
25272,31303.80078125,-17.782600402832,979,2289,"Optix",2.30707785283909e-06,4.79944299603168,"Larval brain 2"
25276.599609375,31300.19921875,-14.5074996948242,893,2177,"Optix",2.68374926155623e-06,5.61285295685681,"Larval brain 2"
25354.30078125,31216.599609375,-8.57339954376221,4095,2173,"Vsx",2.6701775134781e-06,5.35446255742037,"Larval brain 2"
25263.30078125,31314.5,-22.9715003967285,979.5,1771,"Optix",6.98620733544614e-07,6.08943603541538,"Larval brain 2"
25262.30078125,31312.30078125,-16.1373996734619,695.5,2190,"Optix",3.27932168571868e-06,4.90285719863927,"Larval brain 2"
25259.599609375,31316.099609375,-15.2061004638672,853.5,2593,"Optix",3.22486876126331e-06,3.98751557737897,"Larval brain 2"
25251.5,31322.400390625,-12.081600189209,817.5,2263,"Optix",2.4034221081899e-06,5.14619221989042,"Larval brain 2"
25266.599609375,31309.69921875,-13.7510004043579,853,2299,"Optix",3.18303600219252e-06,5.00752921105925,"Larval brain 2"
25245.30078125,31329.30078125,-11.8211002349854,862.5,1765,"Optix",1.82138158441603e-06,5.74972388517222,"Larval brain 2"
25342.5,31227.099609375,-3.6565101146698,2723,2137,"Vsx",3.09300552095998e-06,4.32653096323452,"Larval brain 2"
25346.80078125,31225.5,-8.14113998413086,3440,2337,"Vsx",3.15725490752588e-06,4.74484029171878,"Larval brain 2"
25351.900390625,31219.69921875,-5.27286005020142,4095,2225,"Vsx",3.33570760050823e-06,4.89381043281697,"Larval brain 2"
25272.19921875,31306.19921875,-19.4521999359131,939.5,2153,"Optix",1.6941562790916e-06,4.06724691898963,"Larval brain 2"
25255.099609375,31320.19921875,-11.7875003814697,817,2339,"Optix",2.50128625971035e-06,5.16847839896178,"Larval brain 2"
25277.5,31298,-11.0469999313354,857.5,2202,"Optix",2.64949273904345e-06,4.20129554445402,"Larval brain 2"
25340.80078125,31234.80078125,-12.0080003738403,1790,2005,"Vsx",2.00877179726101e-06,5.4629436136637,"Larval brain 2"
25252.099609375,31314.30078125,-14.8998003005981,893.5,2537,"Optix",3.18733442985093e-06,3.11053748389673,"Larval brain 2"
25250.80078125,31321.099609375,-16.9340991973877,893,2335,"Optix",2.95939485910332e-06,4.61456576213823,"Larval brain 2"
25351.900390625,31210.80078125,-7.08640003204346,4095,2141,"Vsx",3.09706814585952e-06,4.63922722899009,"Larval brain 2"
25349.5,31214.30078125,-4.81048011779785,4095,2379,"Vsx",3.23832119446692e-06,4.64275014165415,"Larval brain 2"
25341,31229,-13.9399995803833,1685,1893,"Vsx",1.61464578535682e-06,6.56099152728018,"Larval brain 2"
25361.19921875,31203.099609375,-5.95101976394653,4095,1557,"Vsx",2.02364501899237e-06,6.55665138103168,"Larval brain 2"
25241.19921875,31325.099609375,-11.3303003311157,695.5,1843,"Optix",1.75030774337828e-06,5.34044285326014,"Larval brain 2"
25357.69921875,31208,-6.98470020294189,4095,2075,"Vsx",2.44892343983355e-06,5.10057802807745,"Larval brain 2"
25265.69921875,31305.5,-18.7971992492676,776.5,2051,"Optix",2.22464141372801e-06,5.94605461016298,"Larval brain 2"
25255.30078125,31315,-17.5072002410889,772.5,2429,"Optix",3.08794684973621e-06,4.24584754682357,"Larval brain 2"
25266.599609375,31299.5,-8.95890045166016,1056.5,1725,"Optix",1.67410406332097e-06,6.44802789585001,"Larval brain 2"
25252,31316.30078125,-13.5339002609253,772.5,2373,"Optix",2.88537063364776e-06,4.07332708823307,"Larval brain 2"
25260.599609375,31306.69921875,-13.404899597168,776.5,2358,"Optix",3.02400513241181e-06,4.72747241828037,"Larval brain 2"
25246.599609375,31323.599609375,-15.9925003051758,773,2279,"Optix",2.76587764553935e-06,5.86626632964176,"Larval brain 2"
25355.599609375,31209.5,-4.58480978012085,4095,2063,"Vsx",2.76687112437718e-06,4.62296843011477,"Larval brain 2"
25253.30078125,31318.19921875,-17.8675003051758,813,2561,"Optix",2.91827291795927e-06,4.57787351645029,"Larval brain 2"
25270.30078125,31301.099609375,-12.4858999252319,899,2257,"Optix",2.79427034817054e-06,5.40090871842576,"Larval brain 2"
25258.400390625,31312,-17.8281993865967,817.5,2091,"Optix",3.05389145476597e-06,4.83883163156657,"Larval brain 2"
25348.099609375,31217.80078125,-5.48184013366699,3427,2319,"Vsx",3.4029490205775e-06,3.94417587757574,"Larval brain 2"
25238.599609375,31331,-11.2124996185303,975.5,1273,"Rx",1.37372420423968e-06,7.85507928973922,"Larval brain 2"
25361,31207.900390625,-11.1735000610352,4095,1391,"Vsx",1.54536352887301e-06,7.22699862294577,"Larval brain 2"
25263.30078125,31306.599609375,-11.1307001113892,857.5,2259,"Optix",2.58339063177962e-06,4.89267021600083,"Larval brain 2"
25334.69921875,31228.400390625,-3.66645002365112,2242,1843,"Vsx",2.54488313413157e-06,5.38079073983046,"Larval brain 2"
25354.900390625,31203.599609375,-7.70319986343384,4095,1965,"Vsx",2.47554383608464e-06,5.2460012592722,"Larval brain 2"
25247,31318.69921875,-18.3675994873047,737,2293,"Optix",2.85825212887726e-06,5.45273466701977,"Larval brain 2"
25352.80078125,31204.5,-4.28280019760132,4095,1797,"Vsx",2.66690419244277e-06,5.28931232978256,"Larval brain 2"
25349.19921875,31217.19921875,-18.9204006195068,3171,1450,"Vsx",2.09783373764721e-07,7.57074971272435,"Larval brain 2"
25250.599609375,31310,-10.3386001586914,899,2127,"Optix",1.83417424034837e-06,3.97660771970568,"Larval brain 2"
25345.400390625,31213.5,-5.09528017044067,3093,2389,"Vsx",3.35962311524804e-06,4.37337145897872,"Larval brain 2"
25244.099609375,31319.900390625,-11.8472003936768,813,2145,"Optix",2.10216749888443e-06,6.02638790407705,"Larval brain 2"
25255.5,31308.599609375,-16.511999130249,812.5,2307,"Optix",3.36098065301297e-06,4.51544884160004,"Larval brain 2"
25249.5,31312.19921875,-10.9137001037598,821.5,2231,"Optix",2.10565462035149e-06,4.09386050392246,"Larval brain 2"
25254.69921875,31308.80078125,-11.9231996536255,853.5,2245,"Optix",2.60131228928331e-06,4.49273601755904,"Larval brain 2"
25351.69921875,31212.80078125,-14.819299697876,3356,1965,"Vsx",1.05463993082707e-06,5.48496736027897,"Larval brain 2"
25253,31311.400390625,-14.5184001922607,898.5,2511,"Optix",3.22905843246858e-06,3.81073134214482,"Larval brain 2"
25357,31202.099609375,-1.17439997196198,3710,1685,"Vsx",1.27239089497683e-06,6.2681972394843,"Larval brain 2"
25249,31315.599609375,-14.9462003707886,812.5,2565,"Optix",3.08860231274438e-06,4.02030403207854,"Larval brain 2"
25353.599609375,31211.30078125,-11.4681997299194,4095,2101,"Vsx",2.20542373982776e-06,5.0833892586216,"Larval brain 2"
25259,31307.099609375,-10.5704002380371,857,2053,"Optix",2.2018141537935e-06,4.67838433148882,"Larval brain 2"
25264.900390625,31301.5,-13.3985996246338,857,2299,"Optix",2.86781860107852e-06,5.5314583197291,"Larval brain 2"
25238.5,31324.69921875,-6.94375991821289,773,1685,"Optix",4.82733079812897e-07,6.16912894046915,"Larval brain 2"
25339.400390625,31222.80078125,-4.19636011123657,2425,1965,"Vsx",2.99293315684039e-06,4.73879425249246,"Larval brain 2"
25274.69921875,31286.400390625,-4.83120012283325,989.5,1097,"Rx",3.32263084089687e-07,12.8417715087128,"Larval brain 2"
25232.400390625,31329.400390625,-3.83418989181519,787,1305,"Rx",1.53478442125183e-07,8.61272128920927,"Larval brain 2"
25342.099609375,31218.400390625,-5.13945007324219,2529,2041,"Vsx",3.37060766696245e-06,4.81028372400829,"Larval brain 2"
25348.5,31215.80078125,-10.9308004379272,4095,2415,"Vsx",2.55137764583113e-06,4.77828125324214,"Larval brain 2"
25346.099609375,31217.599609375,-9.34778022766113,3005,2389,"Vsx",2.92577183966399e-06,4.109128458913,"Larval brain 2"
25249.099609375,31310.19921875,-17.9286994934082,817.5,2349,"Optix",3.3689539245262e-06,4.52393926821899,"Larval brain 2"
25256.599609375,31304.30078125,-16.4874000549316,691,2303,"Optix",3.25404759598857e-06,4.81456257161251,"Larval brain 2"
25262.599609375,31298.400390625,-21.2761993408203,857.5,2257,"Optix",1.24824839388269e-06,4.29545348724659,"Larval brain 2"
25238.400390625,31320.400390625,-15.2440996170044,731.5,2139,"Optix",2.45715856190993e-06,5.29789455663784,"Larval brain 2"
25354.69921875,31204.5,-12.7165002822876,4095,2145,"Vsx",1.61200078875467e-06,5.38206021527958,"Larval brain 2"
25349.099609375,31204.900390625,-6.32674980163574,4095,2115,"Vsx",3.19578082000379e-06,4.98759586578408,"Larval brain 2"
25254.599609375,31303.400390625,-12.0438003540039,857,2109,"Optix",2.47313517337661e-06,5.77736162874753,"Larval brain 2"
25345.400390625,31213.400390625,-12.1159000396729,3746,2385,"Vsx",2.44731984097588e-06,5.20271029682919,"Larval brain 2"
25244.19921875,31314.099609375,-12.0573997497559,898.5,2308,"Optix",2.27129569708156e-06,5.1757136301803,"Larval brain 2"
25341.599609375,31212.900390625,-3.10153007507324,2435,2009,"Vsx",2.4477556758377e-06,5.31713453964301,"Larval brain 2"
25233,31324.5,-7.83581018447876,736.5,1589,"Optix",5.20478594909787e-07,6.24852419942783,"Larval brain 2"
25268.599609375,31294.5,-18.0706996917725,871,1685,"Optix",1.99862089039571e-06,6.94375877125436,"Larval brain 2"
25346.5,31211.099609375,-6.51386022567749,3939,2561,"Vsx",3.49474160459424e-06,4.492953309419,"Larval brain 2"
25237.69921875,31322,-10.7772998809814,695.5,1973,"Optix",1.45235037145546e-06,4.89063919887594,"Larval brain 2"
25250.5,31308.900390625,-13.1619997024536,939.5,2471,"Optix",2.82687752602437e-06,3.60197902955172,"Larval brain 2"
25267.19921875,31296.099609375,-20.8183994293213,899,1759,"Optix",1.2050893876053e-06,5.37057148166061,"Larval brain 2"
25349.80078125,31210.5,-10.1695003509521,4095,2389,"Vsx",2.60059622021962e-06,4.73834290557014,"Larval brain 2"
25261.099609375,31302.19921875,-18.3274993896484,776.5,2349,"Optix",2.61608406471639e-06,5.10350989182828,"Larval brain 2"
25264.80078125,31302.5,-22.6672992706299,813,1935,"Optix",7.94931686525841e-07,5.04037845583632,"Larval brain 2"
25262.900390625,31301.099609375,-21.5487995147705,943,2173,"Optix",1.15837092102583e-06,4.07624736420678,"Larval brain 2"
25260.400390625,31301.900390625,-11.4022998809814,776.5,2059,"Optix",2.44467966341388e-06,5.42920710471521,"Larval brain 2"
25251,31313.599609375,-17.0554008483887,934.5,2502,"Optix",3.31039593447909e-06,3.69867419236561,"Larval brain 2"
25342.900390625,31216.599609375,-9.08489990234375,2601,2257,"Vsx",3.1234408823219e-06,4.58555849656727,"Larval brain 2"
25338.19921875,31219.69921875,-3.33896994590759,2293,1959,"Vsx",2.5054951608503e-06,5.10807162296944,"Larval brain 2"
25339.400390625,31224,-13.5947999954224,1675,1965,"Vsx",1.83806970551016e-06,7.70362610933371,"Larval brain 2"
25332.69921875,31225.80078125,-3.57530999183655,2115,1715,"Vsx",2.28027533243746e-06,5.95494096420096,"Larval brain 2"
25245,31306.900390625,-14.2227001190186,739.5,2131,"Optix",2.84666756912682e-06,4.41837105530187,"Larval brain 2"
25339.400390625,31208.400390625,-6.82124996185303,2629,2435,"Vsx",3.49926720212242e-06,4.68793151653261,"Larval brain 2"
25344.099609375,31204.19921875,-5.4603099822998,3641,2238,"Vsx",3.23921997602856e-06,5.30082470284577,"Larval brain 2"
25258.400390625,31294.900390625,-17.4444999694824,979,1943,"Optix",2.64562954587091e-06,5.9205220615038,"Larval brain 2"
25337.599609375,31212,-7.82008981704712,2061,2480,"Vsx",3.48261363439538e-06,4.62422839473047,"Larval brain 2"
25330.69921875,31215.400390625,-4.93466997146606,2177,1959,"Vsx",2.50771186588854e-06,5.20185754268481,"Larval brain 2"
25254.900390625,31301.400390625,-18.5841999053955,776.5,2187,"Optix",2.8238343740345e-06,4.87812169604298,"Larval brain 2"
25240.599609375,31314.099609375,-18.9479999542236,736.5,2379,"Optix",2.97103468654565e-06,4.29912391584759,"Larval brain 2"
25350.400390625,31202.19921875,-12.915599822998,4095,2389,"Vsx",1.85530367971144e-06,4.90866381801037,"Larval brain 2"
25346,31206.69921875,-13.3262996673584,3857,2217,"Vsx",2.04585237218274e-06,5.93755416636277,"Larval brain 2"
25346.80078125,31202.599609375,-9.34840965270996,4095,2439,"Vsx",2.82517495804667e-06,4.45835666325485,"Larval brain 2"
25256.30078125,31297.900390625,-16.2350997924805,737,2093,"Optix",3.03600420359042e-06,5.12132626808756,"Larval brain 2"
25241.5,31314.80078125,-21.9764995574951,651,2001,"Optix",1.44795205764311e-06,5.13180311026986,"Larval brain 2"
25343.5,31208,-7.1527099609375,3817,2349,"Vsx",3.52368032859434e-06,5.06441257633705,"Larval brain 2"
25233.69921875,31318.599609375,-10.707200050354,731,1995,"Optix",1.27407054062391e-06,5.07364108007923,"Larval brain 2"
25351.400390625,31197.80078125,-1.63661003112793,4095,1913,"Vsx",1.42727497156447e-06,6.33348042141105,"Larval brain 2"
25353.69921875,31199.30078125,-11.2192001342773,4095,2089,"Vsx",1.99448670355541e-06,5.574026220316,"Larval brain 2"
25241.30078125,31318.69921875,-18.7698993682861,853,2263,"Optix",2.71394023127435e-06,5.26524620314114,"Larval brain 2"
25335,31217.80078125,-3.99132990837097,2425,2123,"Vsx",2.53924432938494e-06,5.31733023278717,"Larval brain 2"
25246.099609375,31312.400390625,-21.5090007781982,813,1971,"Optix",1.61705070801747e-06,5.40003063179748,"Larval brain 2"
25249.19921875,31306.69921875,-14.9628000259399,731.5,2331,"Optix",3.14579109491818e-06,3.72396515830825,"Larval brain 2"
25251.599609375,31306.30078125,-17.1163997650146,736.5,2327,"Optix",3.32289924061937e-06,4.42788401098587,"Larval brain 2"
25356.19921875,31192.099609375,2.93845009803772,1933,1725,"Vsx",3.1569939462916e-07,7.86841488649636,"Larval brain 2"
25331.80078125,31221,-4.87949991226196,2353,1929,"Vsx",2.59544792805702e-06,5.81523999010551,"Larval brain 2"
25245.80078125,31312.5,-16.7122001647949,813,2557,"Optix",3.34959864865563e-06,4.86041916905474,"Larval brain 2"
25263.900390625,31297.30078125,-18.0025005340576,949,2335,"Optix",2.41373180038211e-06,4.92118489516907,"Larval brain 2"
25350.5,31205.900390625,-12.8774003982544,4095,2353,"Vsx",1.90591166323299e-06,4.8386322131984,"Larval brain 2"
25238.19921875,31317.099609375,-11.1820001602173,776.5,2217,"Optix",1.67952783922178e-06,5.2006882057537,"Larval brain 2"
25355.69921875,31198,-5.49232006072998,3326,1923,"Vsx",2.32036513665718e-06,6.20280471192288,"Larval brain 2"
25319.900390625,31240.30078125,-20.8568000793457,2795,1219,"Vsx",1.66085972396784e-07,23.710709845447,"Larval brain 2"
25226.69921875,31326.400390625,-7.01993989944458,979.5,1259,"Rx",3.3499394002365e-07,8.16382880825583,"Larval brain 2"
25247.400390625,31306.69921875,-12.0944995880127,776.5,2071,"Optix",2.34091980368633e-06,4.07708807137207,"Larval brain 2"
25340.400390625,31213.80078125,-6.69028997421265,2191,2371,"Vsx",3.53905116722792e-06,4.45141372811418,"Larval brain 2"
25246.099609375,31311.400390625,-11.4825000762939,772.5,2339,"Optix",2.21174537339063e-06,4.3975765721347,"Larval brain 2"
25232.5,31315.599609375,-18.2882995605469,812.5,2134,"Optix",2.74305408635768e-06,5.06622254620282,"Larval brain 2"
25235.69921875,31308.30078125,-15.2501001358032,853.5,2313,"Optix",2.71996571165018e-06,4.31729667047997,"Larval brain 2"
25346,31194.900390625,-6.62124013900757,2181,2543,"Vsx",2.96020293757021e-06,4.48260321321453,"Larval brain 2"
25350.099609375,31194.099609375,-6.23506021499634,2497,2547,"Vsx",2.64242738090252e-06,4.81752757361497,"Larval brain 2"
25222.80078125,31320.69921875,-8.64906978607178,939,1332,"Rx",4.39137781005532e-07,7.61996925845002,"Larval brain 2"
25243.400390625,31303.400390625,-16.1296005249023,853.5,2533,"Optix",3.21736435606766e-06,4.18007389857654,"Larval brain 2"
25249.5,31295.599609375,-17.0655002593994,1020.5,2087,"Optix",3.09100423228439e-06,5.00948971980994,"Larval brain 2"
25239.69921875,31306.599609375,-12.8882999420166,893,2081,"Optix",2.31126387121346e-06,4.97729947300936,"Larval brain 2"
25240.599609375,31305.69921875,-16.0983009338379,731.5,2435,"Optix",3.1552362228433e-06,4.28543980700288,"Larval brain 2"
25352.5,31188.099609375,0.226284995675087,1751,2177,"Vsx",7.54021701238504e-07,5.74062524889892,"Larval brain 2"
25335.900390625,31210.69921875,-15.4425001144409,1515,2045,"Vsx",1.47571055258084e-06,5.8174041770335,"Larval brain 2"
25230.099609375,31315,-10.7400999069214,736.5,1955,"Optix",1.15060479359858e-06,4.53676137344211,"Larval brain 2"
25332.5,31214.099609375,-11.2763004302979,1639,2159,"Vsx",2.56302399391535e-06,5.73739811339233,"Larval brain 2"
25252.900390625,31295.80078125,-17.3607006072998,893,2117,"Optix",2.95879145306236e-06,4.93289468431457,"Larval brain 2"
25353.599609375,31185.30078125,5.90646982192993,1771,1553,"Vsx",1.70769821557092e-07,8.07138267286329,"Larval brain 2"
25238.30078125,31310,-18.4395999908447,656.5,2583,"Optix",3.28353423010865e-06,4.39228665710486,"Larval brain 2"
25336.599609375,31216.400390625,-18.0266990661621,1689,1775,"Vsx",5.20798715754778e-07,8.2622465472197,"Larval brain 2"
25332.099609375,31211.80078125,-6.22221994400024,2421,2263,"Vsx",3.16077239304307e-06,4.28251491789888,"Larval brain 2"
25236.599609375,31313.30078125,-20.2917995452881,736.5,2299,"Optix",2.52192199706304e-06,4.57147417609139,"Larval brain 2"
25349.400390625,31196.900390625,-8.20213031768799,4095,2429,"Vsx",2.66070256631533e-06,4.66859602014207,"Larval brain 2"
25350.400390625,31192.400390625,0.372247993946075,1793,2087,"Vsx",7.44185550079575e-07,6.12192388149721,"Larval brain 2"
25246.69921875,31295.80078125,-3.16759991645813,1183,1020.5,"Rx",1.75228775614004e-07,10.9671207899055,"Larval brain 2"
25233.19921875,31317.19921875,-16.1781005859375,781.5,2087,"Optix",2.46463912859815e-06,5.32075712143978,"Larval brain 2"
25238.400390625,31311.400390625,-14.4746999740601,812.5,2429,"Optix",2.69618573707191e-06,4.58942269935057,"Larval brain 2"
25243.19921875,31307.69921875,-20.6252994537354,731.5,2241,"Optix",2.35965908826595e-06,4.77318618450754,"Larval brain 2"
25334.900390625,31211.400390625,-5.233069896698,2293,2299,"Vsx",2.99758543533265e-06,4.66780899297546,"Larval brain 2"
25229.400390625,31318.30078125,-9.12495994567871,691,1675,"Optix",6.78131818906658e-07,5.94195458641628,"Larval brain 2"
25335.30078125,31218.900390625,-10.5595998764038,2065,2101,"Vsx",2.61476847612454e-06,6.8499726520524,"Larval brain 2"
25251.099609375,31301.69921875,-18.2359008789062,772.5,2206,"Optix",3.19450251811841e-06,5.21839694046986,"Larval brain 2"
25238.19921875,31315,-15.1517000198364,731.5,2551,"Optix",2.68251099258788e-06,4.7405369800502,"Larval brain 2"
25246,31306.400390625,-19.8500995635986,695.5,2181,"Optix",2.72196849060856e-06,5.0952016369487,"Larval brain 2"
25347.900390625,31200.19921875,-7.64164018630981,4095,2379,"Vsx",3.00510962175071e-06,4.58145956841056,"Larval brain 2"
25221.30078125,31314.900390625,-10.7501001358032,731.5,1511,"Rx",7.5814441037513e-07,6.24359720151506,"Larval brain 2"
25341.900390625,31193.400390625,-6.9337100982666,2127,2643,"Vsx",3.10304428465073e-06,4.76713953574394,"Larval brain 2"
25331.400390625,31210,-13.1634998321533,1649,2209,"Vsx",2.3121298122806e-06,5.30106533775776,"Larval brain 2"
25337.19921875,31197.30078125,-6.73949003219604,2249,2186,"Vsx",3.3355074636371e-06,4.76622680495913,"Larval brain 2"
25242.099609375,31295.5,-11.7578001022339,899,1635,"Optix",1.67366158214169e-06,7.0790718435764,"Larval brain 2"
25235.80078125,31305.400390625,-17,740.5,2353,"Optix",3.13760389108184e-06,4.12697744498093,"Larval brain 2"
25347.900390625,31186.099609375,0.858859002590179,1599,2041,"Vsx",6.07846135649542e-07,6.27097566263184,"Larval brain 2"
25351,31183.099609375,-3.3831799030304,1757,1797,"Vsx",1.4005536367533e-06,6.52239460249842,"Larval brain 2"
25247.599609375,31296.400390625,-18.4715995788574,1015,2071,"Optix",3.11196006581046e-06,4.77901321582849,"Larval brain 2"
25347,31190.099609375,-5.84264993667603,2051,2557,"Vsx",2.53278661045989e-06,4.77384100383098,"Larval brain 2"
25338.5,31203.599609375,-8.16471004486084,2503,2293,"Vsx",3.46691314428038e-06,4.70497781802107,"Larval brain 2"
25332.19921875,31208,-15.7082996368408,1431,1917,"Optix",1.46220357862665e-06,5.87593899090613,"Larval brain 2"
